,user_id,first_order_dt,last_order_dt,first_device,first_region,first_partner,first_genre,total_orders,avg_revenue_rub,avg_tickets,avg_days_between,is_two,is_five
0,0002849b70a3ce2,2024-08-20,2024-08-20,mobile,Каменевский регион,Край билетов,театр,1,1521.94,4.0,,0,0
1,0005ca5e93f2cf4,2024-07-23,2024-10-06,mobile,Каменевский регион,Мой билет,выставки,2,774.01,3.0,75.0,1,0
2,000898990054619,2024-07-13,2024-10-23,mobile,Североярская область,Лови билет!,другое,3,767.2133333333335,2.6666666666666665,51.0,1,0
3,00096d1f542ab2b,2024-08-15,2024-08-15,desktop,Каменевский регион,Край билетов,театр,1,917.83,4.0,,0,0
4,000a55a418c128c,2024-09-29,2024-10-15,mobile,Поленовский край,Лучшие билеты,театр,2,61.31,1.5,16.0,1,0
5,000cf0659a9f40f,2024-06-20,2024-06-21,mobile,Широковская область,Лови билет!,концерты,13,1175.8084615384616,3.3076923076923075,0.08333333333333333,1,1
6,00147c9209d45d3,2024-06-25,2024-06-25,mobile,Каменевский регион,Облачко,концерты,2,352.945,1.5,0.0,1,0
7,0018ecd8a38a51b,2024-07-25,2024-07-25,mobile,Медовская область,Билеты без проблем,спорт,1,0.0,3.0,,0,0
8,00199a573901564,2024-06-17,2024-06-17,mobile,Каменевский регион,Билеты без проблем,концерты,1,588.12,4.0,,0,0
9,001e7037d013f0f,2024-07-04,2024-09-29,mobile,Златопольский округ,Мой билет,другое,3,326.62333333333333,1.3333333333333333,43.5,1,0
10,0020c5654c92ec1,2024-07-02,2024-07-02,mobile,Каменевский регион,Билеты без проблем,концерты,2,193.42,2.0,0.0,1,0
11,00245c702bc343e,2024-08-31,2024-10-25,desktop,Североярская область,Облачко,стендап,3,311.94,3.6666666666666665,27.5,1,0
12,0028d17a676f8c8,2024-09-07,2024-10-06,desktop,Ветренский регион,Быстробилет,концерты,2,580.8050000000001,2.0,29.0,1,0
13,002b75ca606ba46,2024-07-08,2024-10-16,desktop,Каменевский регион,Быстробилет,концерты,6,443.58,3.0,20.0,1,1
14,002bf837be989ea,2024-08-20,2024-08-20,mobile,Боровлянский край,Билеты без проблем,концерты,1,1503.25,4.0,,0,0
15,002ec276eee9b0b,2024-07-10,2024-10-31,mobile,Широковская область,Мой билет,концерты,22,811.9427272727272,2.8636363636363638,5.380952380952381,1,1
16,0033403583a55ed,2024-06-19,2024-09-17,mobile,Каменевский регион,Билеты без проблем,другое,6,135.69229375,1.6666666666666667,18.0,1,1
17,0033e08fba8d0c9,2024-09-03,2024-09-03,mobile,Горицветская область,Облачко,концерты,1,1241.23,3.0,,0,0
18,00345f897f95a34,2024-06-02,2024-10-23,mobile,Лесодальний край,Тебе билет!,концерты,9,1503.8677777777775,3.0,17.875,1,1
19,003764d5339bb45,2024-10-24,2024-10-24,mobile,Североярская область,Лучшие билеты,концерты,1,39.78,3.0,,0,0
20,00377cfae7548b7,2024-10-22,2024-10-22,mobile,Речиновская область,Мой билет,другое,1,1043.46,5.0,,0,0
21,0038fcb9f2d1fee,2024-07-19,2024-08-08,mobile,Речиновская область,Лови билет!,другое,2,181.35999999999999,2.5,20.0,1,0
22,003904af842c08b,2024-07-11,2024-07-11,desktop,Североярская область,Лови билет!,концерты,1,47.59,2.0,,0,0
23,003eef1cb25928b,2024-06-27,2024-06-27,mobile,Североярская область,Облачко,концерты,1,782.75,4.0,,0,0
24,0040e12d70fae81,2024-07-25,2024-09-02,mobile,Североярская область,Билеты в руки,концерты,3,348.0538631333333,2.6666666666666665,19.5,1,0
25,00419e4b645bb44,2024-09-25,2024-10-26,mobile,Широковская область,Лови билет!,стендап,4,694.2225,3.25,10.333333333333334,1,0
26,004b18d4c0a8971,2024-10-18,2024-10-18,mobile,Каменевский регион,Облачко,театр,1,594.55,2.0,,0,0
27,00503fb0a40249d,2024-07-21,2024-07-21,mobile,Каменевский регион,Лови билет!,другое,1,47.56,2.0,,0,0
28,0054b38b2653e6e,2024-09-09,2024-09-09,mobile,Верхоречная область,Билеты без проблем,другое,1,61.14826106999999,4.0,,0,0
29,0055fb77d9a1579,2024-09-21,2024-09-21,mobile,Сосновская область,Билеты в руки,театр,1,103.2,3.0,,0,0
30,005fefeabf1e678,2024-09-10,2024-09-27,desktop,Серебринская область,Show_ticket,концерты,4,599.5574999999999,3.0,5.666666666666667,1,0
31,0062ac9536d57e3,2024-08-10,2024-10-27,mobile,Ветренский регион,Быстробилет,концерты,9,760.587777777778,3.0,9.75,1,1
32,006357ca1bfc5f3,2024-10-11,2024-10-11,mobile,Каменевский регион,Мой билет,стендап,1,446.32,2.0,,0,0
33,0063f0f44bec904,2024-08-09,2024-08-09,mobile,Травяная область,Билеты в руки,концерты,1,252.95,2.0,,0,0
34,0064b55a7795966,2024-10-25,2024-10-25,mobile,Североярская область,Облачко,стендап,1,321.65,4.0,,0,0
35,0065954217fa07b,2024-07-06,2024-08-28,mobile,Каменевский регион,Билеты в руки,концерты,2,342.595,2.0,53.0,1,0
36,006a3f73f3a6ed4,2024-08-13,2024-08-13,desktop,Каменевский регион,Прачечная,концерты,1,2815.6,5.0,,0,0
37,006cecfd8382cc2,2024-07-10,2024-08-27,mobile,Каменевский регион,Билеты без проблем,стендап,5,835.6940000000001,3.0,12.0,1,1
38,006d1660d830822,2024-07-23,2024-10-18,mobile,Каменноярский край,Билеты без проблем,другое,9,92.12555555555555,3.2222222222222223,10.875,1,1
39,0071edbfd17f23f,2024-10-25,2024-10-25,mobile,Каменевский регион,Мой билет,концерты,4,1294.77,3.0,0.0,1,0
40,0079900b8fb7a1e,2024-09-04,2024-09-04,mobile,Малиновоярский округ,Мой билет,концерты,1,1604.51,4.0,,0,0
41,008091f2aac9b4a,2024-09-05,2024-09-05,mobile,Каменевский регион,Мой билет,выставки,1,201.01,3.0,,0,0
42,0083721b0d04fb3,2024-10-16,2024-10-16,mobile,Североярская область,Билеты без проблем,другое,1,161.91,4.0,,0,0
43,00886701a39bd5c,2024-07-03,2024-07-03,desktop,Каменевский регион,Быстробилет,концерты,1,546.05,2.0,,0,0
44,008e87176c21913,2024-08-20,2024-08-20,mobile,Широковская область,Лучшие билеты,другое,1,39.72,2.0,,0,0
45,009201290d7316b,2024-06-23,2024-10-30,mobile,Речиновская область,Лови билет!,другое,23,177.73478260869564,2.3043478260869565,5.863636363636363,1,1
46,00937de412ea430,2024-06-11,2024-10-31,mobile,Заречная область,Билеты без проблем,другое,16,440.641875,2.375,9.466666666666667,1,1
47,009ac4157086edd,2024-10-12,2024-10-12,mobile,Малиновоярский округ,Билеты без проблем,концерты,1,416.1,1.0,,0,0
48,009ee35aef300f0,2024-10-05,2024-10-23,mobile,Малиновоярский округ,Облачко,концерты,2,589.66,2.5,18.0,1,0
49,00a20ff737db307,2024-08-24,2024-10-31,mobile,Каменевский регион,Билеты без проблем,концерты,2,808.78,2.5,68.0,1,0
50,00a52768712de71,2024-06-25,2024-06-25,mobile,Каменноозёрный край,Билеты в руки,театр,1,798.39,4.0,,0,0
51,00a8ab8e1de11ce,2024-10-26,2024-10-26,mobile,Каменевский регион,Билеты без проблем,концерты,1,1606.5,5.0,,0,0
52,00a9c2fe6e2f007,2024-06-17,2024-09-25,mobile,Каменноярский край,Билеты в руки,концерты,6,245.27166666666668,2.8333333333333335,20.0,1,1
53,00ab1d21393d532,2024-07-16,2024-10-23,mobile,Североярская область,Яблоко,театр,3,273.8333333333333,3.0,49.5,1,0
54,00ac6ea01bf4b8b,2024-07-11,2024-08-20,mobile,Широковская область,Билеты в руки,концерты,4,615.355,3.5,13.333333333333334,1,0
55,00afaa5ce6ff027,2024-09-21,2024-09-21,mobile,Поленовский край,Билеты в руки,театр,1,190.73,1.0,,0,0
56,00b0b535e645950,2024-07-14,2024-10-08,mobile,Каменевский регион,Облачко,концерты,9,970.8833333333332,3.2222222222222223,10.75,1,1
57,00b5bcd53a7f974,2024-10-23,2024-10-23,mobile,Каменевский регион,Билеты в руки,стендап,1,430.28,4.0,,0,0
58,00b5d21f6ef3dee,2024-08-28,2024-08-28,mobile,Каменевский регион,Весь в билетах,другое,3,860.1166666666668,2.6666666666666665,0.0,1,0
59,00b781ef39576aa,2024-09-06,2024-10-15,mobile,Яблоневская область,Билеты без проблем,театр,3,83.52666666666666,4.333333333333333,19.5,1,0
60,00b78744440d4fc,2024-07-27,2024-07-27,mobile,Тепляковская область,Билеты без проблем,театр,1,494.33,4.0,,0,0
61,00bdfa36a6e542b,2024-10-17,2024-10-17,desktop,Озернинский край,Яблоко,спорт,1,236.24,4.0,,0,0
62,00c3992bcf2b0f2,2024-10-11,2024-10-11,mobile,Североярская область,Билеты в руки,концерты,1,498.26,4.0,,0,0
63,00ca94ffb2a68b5,2024-09-25,2024-10-27,mobile,Озернинский край,Билеты без проблем,другое,6,591.9966666666667,3.5,6.4,1,1
64,00cb8c1ef996876,2024-10-21,2024-10-22,desktop,Североярская область,Лови билет!,другое,2,54.17,3.5,1.0,1,0
65,00d387f737bb5f4,2024-10-12,2024-10-12,mobile,Каменевский регион,Билеты без проблем,другое,1,22.71,2.0,,0,0
66,00d5ad911a287c7,2024-09-26,2024-10-25,mobile,Каменевский регион,За билетом!,театр,3,264.4066666666667,3.0,14.5,1,0
67,00d6b4664563530,2024-08-02,2024-08-02,desktop,Травяная область,Лови билет!,концерты,3,260.57,3.3333333333333335,0.0,1,0
68,00da083909dc06b,2024-08-01,2024-08-01,mobile,Каменевский регион,Билеты без проблем,другое,1,72.89,4.0,,0,0
69,00dd353753f9c87,2024-06-04,2024-10-31,mobile,Зоринский регион,Облачко,концерты,12,359.5325,2.75,13.545454545454545,1,1
70,00df1874e6f4156,2024-08-04,2024-08-04,mobile,Тепляковская область,Облачко,стендап,1,113.62,2.0,,0,0
71,00e199645c46942,2024-09-22,2024-09-22,mobile,Североярская область,Билеты в руки,концерты,1,118.64,2.0,,0,0
72,00e36d3148b1026,2024-10-02,2024-10-02,mobile,Солнечноземская область,Билет по телефону,концерты,1,230.07,1.0,,0,0
73,00e62ce48c12cb4,2024-09-19,2024-09-19,desktop,Каменевский регион,Лови билет!,театр,2,700.06,3.5,0.0,1,0
74,00eb3dc9baa1543,2024-06-29,2024-10-13,mobile,Берёзовская область,Билеты без проблем,другое,13,325.3292307692308,2.6923076923076925,8.833333333333334,1,1
75,00ecc3419821ace,2024-06-14,2024-06-14,mobile,Каменевский регион,За билетом!,театр,1,1278.47,4.0,,0,0
76,00ef34b0b483ba6,2024-10-28,2024-10-30,mobile,Североярская область,Мой билет,выставки,6,174.6966666666667,1.5,0.4,1,1
77,00eff51d57d00fb,2024-09-30,2024-09-30,mobile,Озернинский край,Яблоко,концерты,2,1002.2650000000001,4.5,0.0,1,0
78,00f126f7058166b,2024-06-09,2024-10-31,mobile,Каменевский регион,Билеты без проблем,концерты,3,648.0966666666667,2.6666666666666665,72.0,1,0
79,00f4f5244501ce6,2024-06-11,2024-10-30,mobile,Верхоречная область,Мой билет,концерты,43,1041.381230195349,2.9302325581395348,3.357142857142857,1,1
80,00f5131ed2d9533,2024-09-12,2024-09-12,desktop,Малиновоярский округ,Билеты без проблем,другое,6,242.955,2.1666666666666665,0.0,1,1
81,00f62ae69f0351b,2024-07-05,2024-10-19,mobile,Каменевский регион,Мой билет,концерты,14,936.3242857142858,2.7857142857142856,8.153846153846153,1,1
82,00f860afc733f3c,2024-07-07,2024-10-29,mobile,Каменевский регион,Билеты без проблем,стендап,5,606.344,3.4,28.5,1,1
83,00f8e5e52823c4b,2024-06-16,2024-06-18,mobile,Широковская область,Билеты без проблем,другое,3,21.790000000000003,1.3333333333333333,1.0,1,0
84,00f93421957440e,2024-08-31,2024-08-31,mobile,Североярская область,Билеты без проблем,другое,1,54.76,3.0,,0,0
85,00fb8e3ebfbece9,2024-06-21,2024-10-18,mobile,Североярская область,Мой билет,другое,5,235.31599999999997,2.0,29.75,1,1
86,00fc1746bb2eac1,2024-10-18,2024-10-22,desktop,Североярская область,Билеты без проблем,другое,3,108.58333333333333,2.3333333333333335,2.0,1,0
87,00fc9e22a85d9d9,2024-08-30,2024-08-30,mobile,Глиногорская область,Билеты без проблем,концерты,1,844.71,2.0,,0,0
88,00fcd3ab0e5c558,2024-06-06,2024-10-31,mobile,Тепляковская область,Облачко,концерты,39,465.851282051282,2.8974358974358974,3.8684210526315788,1,1
89,00fed6ac4e24af8,2024-08-07,2024-10-22,mobile,Каменевский регион,Прачечная,театр,15,682.4366666666667,3.3333333333333335,5.428571428571429,1,1
90,00ffdce19b800c0,2024-06-29,2024-06-29,desktop,Озернинский край,Облачко,концерты,1,434.51,2.0,,0,0
91,0101ef3edcc444e,2024-07-08,2024-10-23,mobile,Каменевский регион,Билеты без проблем,стендап,9,1409.6855555555553,3.111111111111111,13.375,1,1
92,01021a38130a268,2024-07-13,2024-07-13,mobile,Каменевский регион,Билеты в руки,другое,1,181.76,1.0,,0,0
93,0109245790d8ee7,2024-09-22,2024-10-09,mobile,Заречная область,Show_ticket,концерты,2,459.55,3.5,17.0,1,0
94,010eb7e9b243cbc,2024-10-24,2024-10-24,desktop,Североярская область,Лучшие билеты,театр,3,1224.0333333333333,3.6666666666666665,0.0,1,0
95,010f728ffd1e939,2024-09-06,2024-09-06,mobile,Североярская область,Билеты без проблем,другое,1,140.46,3.0,,0,0
96,010ff037253e138,2024-08-20,2024-09-03,desktop,Травиницкий округ,Яблоко,концерты,2,1470.4050000000002,3.5,14.0,1,0
97,0110838b905daa2,2024-07-02,2024-09-22,desktop,Речиновская область,Лови билет!,театр,5,828.394,3.2,20.5,1,1
98,011732dfab1ba42,2024-08-25,2024-08-25,mobile,Каменевский регион,Мой билет,концерты,1,63.01,3.0,,0,0
99,011a016aeb8f75b,2024-10-13,2024-10-13,desktop,Тепляковская область,Билеты без проблем,другое,1,215.12,3.0,,0,0
100,011b5995d27868c,2024-06-19,2024-10-19,mobile,Горицветская область,Билеты без проблем,театр,2,761.9000000000001,3.0,122.0,1,0
101,011becee63d8a50,2024-07-16,2024-10-22,mobile,Каменевский регион,Мой билет,выставки,7,972.66,2.5714285714285716,16.333333333333332,1,1
102,011da0fce3d88ca,2024-09-05,2024-09-05,desktop,Широковская область,Мой билет,театр,1,32.58,2.0,,0,0
103,011f8ec0e8d6981,2024-10-10,2024-10-20,mobile,Широковская область,Прачечная,театр,2,357.12,2.5,10.0,1,0
104,01241a01b0b3675,2024-10-20,2024-10-20,mobile,Североярская область,Лучшие билеты,театр,2,194.98,1.0,0.0,1,0
105,012617f0d899366,2024-09-06,2024-09-11,mobile,Светополянский округ,Тебе билет!,театр,3,171.87333333333333,2.0,2.5,1,0
106,0136d4495a95512,2024-09-05,2024-09-05,mobile,Зоринский регион,Билеты в руки,концерты,3,181.33333333333334,1.6666666666666667,0.0,1,0
107,01370a0e9c1a7d5,2024-06-01,2024-10-31,mobile,Лесодальний край,Прачечная,театр,152,520.9893003971713,2.75,1.0066225165562914,1,1
108,013ae3105c6aae3,2024-08-17,2024-08-17,mobile,Заречная область,Билеты без проблем,концерты,2,170.73,2.0,0.0,1,0
109,013af5fa19d8341,2024-06-01,2024-06-01,mobile,Каменевский регион,Лучшие билеты,спорт,3,186.53,1.6666666666666667,0.0,1,0
110,013c31845ed6106,2024-09-08,2024-09-08,mobile,Озернинский край,Весь в билетах,стендап,1,1364.05,4.0,,0,0
111,013c5dc410a0cef,2024-08-27,2024-08-27,desktop,Глиногорская область,Прачечная,концерты,4,700.0725,3.0,0.0,1,0
112,013d731a4cc8dd8,2024-10-01,2024-10-01,mobile,Солнечнореченская область,Мой билет,концерты,1,423.07,1.0,,0,0
113,013f1a7c3088caa,2024-07-13,2024-07-13,desktop,Горицветская область,Мой билет,концерты,1,3239.48,3.0,,0,0
114,01410170490f028,2024-10-27,2024-10-27,mobile,Малиновоярский округ,Билеты без проблем,концерты,1,832.2,2.0,,0,0
115,01438dfb5a831fb,2024-10-25,2024-10-25,mobile,Североярская область,Облачко,концерты,3,1058.1333333333334,3.3333333333333335,0.0,1,0
116,01470765ce7d835,2024-10-04,2024-10-04,mobile,Североярская область,Облачко,стендап,1,201.45,2.0,,0,0
117,0147d9fe1eb9c85,2024-09-14,2024-09-14,mobile,Каменевский регион,Край билетов,театр,1,788.9,2.0,,0,0
118,014d39a51e32a03,2024-06-09,2024-10-25,mobile,Североярская область,Мой билет,другое,16,559.0868750000001,2.625,9.2,1,1
119,014d3fe7b38411a,2024-06-23,2024-10-27,mobile,Озернинский край,Билеты в руки,концерты,7,886.2157142857144,3.0,21.0,1,1
120,0155b45d02bf52c,2024-09-10,2024-09-10,desktop,Малиновая область,Лови билет!,театр,1,848.54,3.0,,0,0
121,01580b63ae2cb3b,2024-08-27,2024-10-18,mobile,Каменевский регион,Билеты без проблем,концерты,7,455.8628571428571,3.2857142857142856,8.666666666666666,1,1
122,0159dcb26a3c6f3,2024-06-03,2024-10-08,mobile,Травяная область,Билеты в руки,концерты,18,688.6855555555557,3.4444444444444446,7.470588235294118,1,1
123,015ed2422759e12,2024-10-23,2024-10-23,mobile,Яблоневская область,Весь в билетах,концерты,1,985.15,2.0,,0,0
124,01601b280124e8e,2024-10-22,2024-10-22,mobile,Каменевский регион,Билеты без проблем,концерты,1,831.34,6.0,,0,0
125,016bf9ab6a7a61c,2024-09-17,2024-09-17,mobile,Зоринский регион,Лови билет!,спорт,1,76.55,1.0,,0,0
126,016d5d4c84d8037,2024-07-11,2024-07-11,desktop,Каменевский регион,Билеты без проблем,стендап,1,587.76,3.0,,0,0
127,016e26804515e1a,2024-10-14,2024-10-14,mobile,Речицкий регион,Билеты без проблем,другое,1,50.47,3.0,,0,0
128,016e33d2a4a2844,2024-09-23,2024-09-25,mobile,Серебринская область,Лови билет!,спорт,3,35.67333333333334,2.0,1.0,1,0
129,016f233ecdc6615,2024-08-10,2024-10-17,mobile,Каменевский регион,Лови билет!,театр,2,761.8399999999999,4.0,68.0,1,0
130,0178477786f434d,2024-10-29,2024-10-29,mobile,Североярская область,Билеты без проблем,театр,1,366.94,4.0,,0,0
131,017b4881e090274,2024-08-21,2024-08-21,mobile,Каменевский регион,Мой билет,выставки,1,585.37,3.0,,0,0
132,0186f6e000b581c,2024-06-08,2024-10-31,mobile,Малиновоярский округ,Show_ticket,концерты,57,819.469620014035,3.0,2.5892857142857144,1,1
133,018daa336517ad8,2024-07-29,2024-10-17,mobile,Каменноярский край,Билеты без проблем,другое,5,442.35,2.6,20.0,1,1
134,018f325263264b1,2024-10-23,2024-10-23,mobile,Солнечнореченская область,Лучшие билеты,концерты,1,42.51,5.0,,0,0
135,019268e2f05ecb5,2024-10-04,2024-10-16,mobile,Речицкий регион,Лови билет!,концерты,4,79.895,2.75,4.0,1,0
136,0198ad37381ae6b,2024-06-21,2024-10-31,mobile,Североярская область,Билеты без проблем,другое,25,465.1735999999999,3.0,5.5,1,1
137,0199152866dd4d7,2024-09-28,2024-09-28,mobile,Каменевский регион,Край билетов,театр,1,808.35,3.0,,0,0
138,019e58fd4089746,2024-09-18,2024-09-18,mobile,Широковская область,Облачко,концерты,1,1411.39,3.0,,0,0
139,019fa401ddb00aa,2024-06-01,2024-10-31,desktop,Светополянский округ,Лови билет!,другое,671,481.36213531469525,2.7034277198211623,0.22686567164179106,1,1
140,01a08ef2a1be9ef,2024-10-19,2024-10-19,mobile,Североярская область,Билеты без проблем,другое,3,163.4,4.0,0.0,1,0
141,01a09b1326f461e,2024-07-06,2024-07-06,mobile,Широковская область,Лови билет!,другое,1,391.55,5.0,,0,0
142,01a2439bfd50e22,2024-08-22,2024-09-02,mobile,Горицветская область,Тебе билет!,концерты,3,445.08,2.6666666666666665,5.5,1,0
143,01a46fa60bff7d1,2024-07-02,2024-08-12,desktop,Широковская область,Весь в билетах,концерты,4,763.8575,2.5,13.666666666666666,1,0
144,01aa75b7c9192fb,2024-10-30,2024-10-30,mobile,Каменевский регион,Лучшие билеты,спорт,1,328.27,4.0,,0,0
145,01ababa9557e290,2024-10-05,2024-10-05,mobile,Каменевский регион,Билеты без проблем,концерты,1,215.16,2.0,,0,0
146,01ac74bdb47d26b,2024-07-16,2024-07-19,mobile,Североярская область,Билеты без проблем,другое,2,231.185,3.5,3.0,1,0
147,01ae3e5a357f015,2024-08-08,2024-08-08,mobile,Каменевский регион,Дом культуры,концерты,2,787.66,2.0,0.0,1,0
148,01af9882139249c,2024-07-13,2024-07-13,mobile,Каменевский регион,Билеты без проблем,концерты,1,1053.27,2.0,,0,0
149,01af9b21cd6cb2c,2024-08-07,2024-08-07,mobile,Каменевский регион,Весь в билетах,театр,1,398.05,1.0,,0,0
150,01b00dc32964c1f,2024-10-31,2024-10-31,mobile,Солнечнореченская область,Лучшие билеты,другое,1,30.72,4.0,,0,0
151,01b2ddacdc43189,2024-06-03,2024-10-31,mobile,Заречная область,Билеты без проблем,другое,4,418.99249999999995,2.5,50.0,1,0
152,01b4fabcdcf38bf,2024-10-02,2024-10-02,mobile,Североярская область,Мой билет,театр,1,1232.47,3.0,,0,0
153,01b6ca0cede4297,2024-08-06,2024-09-03,mobile,Каменевский регион,Билеты без проблем,концерты,2,483.42499999999995,3.0,28.0,1,0
154,01b8afa9587a188,2024-08-06,2024-08-06,mobile,Каменевский регион,Мой билет,концерты,1,560.84,2.0,,0,0
155,01be07446ed5997,2024-07-12,2024-08-30,desktop,Речиновская область,Лови билет!,другое,2,1014.035,2.5,49.0,1,0
156,01c003868675f91,2024-06-15,2024-10-29,mobile,Речиновская область,Show_ticket,театр,9,112.67080097666665,2.5555555555555554,17.0,1,1
157,01c81d7de7aa064,2024-10-27,2024-10-27,mobile,Серебринская область,Билеты без проблем,другое,1,119.38,6.0,,0,0
158,01ca3a8693ea6a9,2024-08-23,2024-10-02,mobile,Каменополянский округ,Билеты в руки,спорт,2,449.39,3.0,40.0,1,0
159,01cee524c673008,2024-10-20,2024-10-20,mobile,Североярская область,Мой билет,другое,1,151.96,4.0,,0,0
160,01d356bf689b12d,2024-06-11,2024-10-26,mobile,Каменевский регион,Билеты без проблем,концерты,22,372.87500000000006,2.4545454545454546,6.523809523809524,1,1
161,01d71f0cf97f5ff,2024-10-09,2024-10-09,mobile,Медовская область,Весь в билетах,концерты,2,1126.37,3.5,0.0,1,0
162,01d7b38ef4cef2f,2024-09-29,2024-09-29,mobile,Североярская область,Шоу начинается!,концерты,1,1545.01,2.0,,0,0
163,01db97121ed5e19,2024-06-10,2024-09-06,desktop,Шанырский регион,Мой билет,концерты,2,550.99016616,2.5,88.0,1,0
164,01de16e63a1c17c,2024-10-04,2024-10-04,desktop,Озернинский край,Билеты без проблем,театр,4,781.8475,2.5,0.0,1,0
165,01dff899fac2b19,2024-08-01,2024-08-01,mobile,Заречная область,Билеты без проблем,другое,1,110.42,3.0,,0,0
166,01e037cbf78731f,2024-09-09,2024-09-09,mobile,Каменевский регион,Билеты без проблем,другое,1,81.1,3.0,,0,0
167,01eaf36587a5ef9,2024-10-02,2024-10-19,mobile,Каменноозёрный край,Билеты без проблем,концерты,3,420.4866666666667,3.3333333333333335,8.5,1,0
168,01f567d5c80c808,2024-08-15,2024-09-27,desktop,Яблоневская область,Билеты в руки,театр,5,1125.6219999999998,3.6,10.75,1,1
169,01f9345c2456186,2024-06-12,2024-10-18,mobile,Зоринский регион,Лови билет!,театр,2,46.9,2.0,128.0,1,0
170,01facf8abd276c6,2024-06-07,2024-10-07,mobile,Широковская область,Лови билет!,концерты,9,211.46777777777777,3.5555555555555554,15.25,1,1
171,01fb0a6482decd5,2024-06-19,2024-10-05,mobile,Североярская область,Мой билет,стендап,4,245.21999999999997,2.25,36.0,1,0
172,01fb672c464c124,2024-09-05,2024-09-05,desktop,Каменополянский округ,Лови билет!,концерты,1,241.06,2.0,,0,0
173,01fc38f94f6171c,2024-10-27,2024-10-27,mobile,Каменевский регион,Билеты без проблем,стендап,1,1470.44,4.0,,0,0
174,0200364bc97566f,2024-08-17,2024-08-17,mobile,Каменевский регион,Край билетов,театр,1,1183.35,3.0,,0,0
175,02004eeeef03f52,2024-06-21,2024-10-31,mobile,Североярская область,Мой билет,другое,24,992.4287499999999,3.3333333333333335,5.739130434782608,1,1
176,02021ddc19f7ba9,2024-06-03,2024-10-12,mobile,Широковская область,Прачечная,театр,34,408.4899999999999,2.411764705882353,3.9696969696969697,1,1
177,0203ca82fa4237c,2024-06-08,2024-10-26,desktop,Североярская область,Лови билет!,другое,11,524.3454545454547,2.727272727272727,14.0,1,1
178,0204ecbadbe6616,2024-06-11,2024-10-13,desktop,Шанырский регион,Мой билет,концерты,20,724.801154848,2.5,6.526315789473684,1,1
179,0209205a83c9b72,2024-10-20,2024-10-20,mobile,Глиногорская область,Мой билет,концерты,1,422.36,1.0,,0,0
180,0209d3225e6a09e,2024-07-13,2024-07-13,mobile,Заречная область,Билеты в руки,другое,1,35.89,3.0,,0,0
181,020ff92566308ec,2024-09-13,2024-09-13,mobile,Североярская область,Билеты без проблем,выставки,1,78.77,1.0,,0,0
182,02109861f04f622,2024-06-13,2024-10-16,mobile,Каменевский регион,Билеты без проблем,театр,4,971.83,3.0,41.666666666666664,1,0
183,02132682654b4f9,2024-06-29,2024-06-29,mobile,Каменевский регион,Облачко,концерты,1,3403.51,5.0,,0,0
184,021d1818c321392,2024-07-04,2024-07-04,mobile,Озернинский край,Весь в билетах,театр,1,1644.5,4.0,,0,0
185,022c769515fe606,2024-08-26,2024-08-26,mobile,Каменевский регион,Облачко,концерты,1,476.26,2.0,,0,0
186,0230b48c20e3ac8,2024-10-13,2024-10-13,mobile,Озернинский край,Весь в билетах,театр,1,638.26,3.0,,0,0
187,02349f76109cfd6,2024-09-27,2024-09-27,mobile,Североярская область,Лучшие билеты,другое,1,167.39,5.0,,0,0
188,023ccfd5922b31a,2024-09-21,2024-10-30,mobile,Ручейковский край,Облачко,концерты,6,615.0916666666667,2.5,7.8,1,1
189,0241e33d34c240a,2024-09-15,2024-09-15,mobile,Солнечноземская область,Билеты в руки,театр,1,29.28,2.0,,0,0
190,0249e7b693405cc,2024-08-31,2024-08-31,mobile,Североярская область,Облачко,другое,1,483.58,2.0,,0,0
191,024dc5236465850,2024-06-01,2024-10-31,mobile,Каменевский регион,Билеты без проблем,театр,1175,536.1265465103993,2.8314893617021277,0.12947189097103917,1,1
192,024efc7e5d039b5,2024-10-14,2024-10-14,mobile,Североярская область,Лови билет!,спорт,2,119.01499999999999,2.5,0.0,1,0
193,02567a0c8d3d688,2024-06-12,2024-10-27,mobile,Каменевский регион,Быстрый кассир,концерты,3,913.5333333333333,3.0,68.5,1,0
194,02571a35cee3f3d,2024-06-16,2024-06-16,mobile,Травяная область,Билеты в руки,концерты,1,69.6,4.0,,0,0
195,0263f0dddb290b6,2024-10-21,2024-10-22,mobile,Североярская область,Мой билет,другое,2,748.915,6.0,1.0,1,0
196,02657ef9050f136,2024-08-30,2024-10-22,desktop,Каменевский регион,Край билетов,театр,5,662.018,2.4,13.25,1,1
197,0266a4618e84696,2024-10-24,2024-10-24,mobile,Зоринский регион,Билеты без проблем,другое,1,17.83,3.0,,0,0
198,02680c4780918c5,2024-07-09,2024-07-09,mobile,Североярская область,Лови билет!,другое,1,21.06,2.0,,0,0
199,02682f7b2e2c855,2024-08-10,2024-08-10,mobile,Каменевский регион,Билеты в руки,стендап,7,334.5414285714286,3.2857142857142856,0.0,1,1
200,026902050e7fcde,2024-09-03,2024-09-03,mobile,Медовская область,Билеты в руки,спорт,1,176.9,5.0,,0,0
201,0269812ccb4b530,2024-06-15,2024-08-02,mobile,Каменевский регион,Быстрый кассир,концерты,2,1027.03,3.0,48.0,1,0
202,026bf236cefae04,2024-10-19,2024-10-19,mobile,Каменевский регион,Билеты в руки,спорт,1,568.76,2.0,,0,0
